DATE,INSTRUMENT,UNDERLYING,EXPIRY DATE,MTM SETTLEMENT PRICE
10-FEB-2026,FUTSTK,DIVISLAB,26-FEB-2026,6190.35
10-FEB-2026,FUTSTK,DIVISLAB,25-MAR-2026,6215.60
10-FEB-2026,FUTSTK,DIVISLAB,30-MAR-2026,6219.50
10-FEB-2026,FUTSTK,DIVISLAB,28-APR-2026,6249.00
10-FEB-2026,FUTSTK,DIVISLAB,30-APR-2026,6249.40
10-FEB-2026,FUTSTK,DIXON,24-FEB-2026,11621.00
10-FEB-2026,FUTSTK,DIXON,26-FEB-2026,11636.80
10-FEB-2026,FUTSTK,DIXON,25-MAR-2026,11684.25
10-FEB-2026,FUTSTK,DIXON,30-MAR-2026,11685.00
10-FEB-2026,FUTSTK,DIXON,28-APR-2026,11761.00
10-FEB-2026,FUTSTK,DIXON,30-APR-2026,11747.80
10-FEB-2026,FUTSTK,DLF,24-FEB-2026,674.15
10-FEB-2026,FUTSTK,DLF,26-FEB-2026,673.40
10-FEB-2026,FUTSTK,DLF,25-MAR-2026,676.15
10-FEB-2026,FUTSTK,DLF,30-MAR-2026,678.00
10-FEB-2026,FUTSTK,DLF,28-APR-2026,682.25
10-FEB-2026,FUTSTK,DLF,30-APR-2026,679.85
10-FEB-2026,FUTSTK,DMART,24-FEB-2026,3998.80
10-FEB-2026,FUTSTK,DMART,26-FEB-2026,4011.85
10-FEB-2026,FUTSTK,DMART,25-MAR-2026,4028.20
10-FEB-2026,FUTSTK,DMART,30-MAR-2026,3992.80
10-FEB-2026,FUTSTK,DMART,28-APR-2026,4002.70
10-FEB-2026,FUTSTK,DMART,30-APR-2026,4050.15
10-FEB-2026,FUTSTK,DRREDDY,24-FEB-2026,1259.00
10-FEB-2026,FUTSTK,DRREDDY,26-FEB-2026,1259.05
10-FEB-2026,FUTSTK,DRREDDY,25-MAR-2026,1264.15
10-FEB-2026,FUTSTK,DRREDDY,30-MAR-2026,1265.40
10-FEB-2026,FUTSTK,DRREDDY,28-APR-2026,1272.00
10-FEB-2026,FUTSTK,DRREDDY,30-APR-2026,1271.05
10-FEB-2026,FUTSTK,EICHERMOT,24-FEB-2026,7305.00
10-FEB-2026,FUTSTK,EICHERMOT,26-FEB-2026,7313.60
10-FEB-2026,FUTSTK,EICHERMOT,25-MAR-2026,7343.40
10-FEB-2026,FUTSTK,EICHERMOT,30-MAR-2026,7353.00
10-FEB-2026,FUTSTK,EICHERMOT,28-APR-2026,7391.00
10-FEB-2026,FUTSTK,EICHERMOT,30-APR-2026,7383.35
10-FEB-2026,FUTSTK,ETERNAL,24-FEB-2026,304.10
10-FEB-2026,FUTSTK,ETERNAL,26-FEB-2026,304.55
10-FEB-2026,FUTSTK,ETERNAL,25-MAR-2026,305.75
10-FEB-2026,FUTSTK,ETERNAL,30-MAR-2026,306.00
10-FEB-2026,FUTSTK,ETERNAL,28-APR-2026,307.80
10-FEB-2026,FUTSTK,ETERNAL,30-APR-2026,307.45
10-FEB-2026,FUTSTK,EXIDEIND,24-FEB-2026,339.05
10-FEB-2026,FUTSTK,EXIDEIND,26-FEB-2026,339.60
10-FEB-2026,FUTSTK,EXIDEIND,25-MAR-2026,341.00
10-FEB-2026,FUTSTK,EXIDEIND,30-MAR-2026,341.30
10-FEB-2026,FUTSTK,EXIDEIND,28-APR-2026,343.15
10-FEB-2026,FUTSTK,EXIDEIND,30-APR-2026,342.85
10-FEB-2026,FUTSTK,FEDERALBNK,24-FEB-2026,281.85
10-FEB-2026,FUTSTK,FEDERALBNK,26-FEB-2026,282.95
10-FEB-2026,FUTSTK,FEDERALBNK,25-MAR-2026,284.10
10-FEB-2026,FUTSTK,FEDERALBNK,30-MAR-2026,282.65
10-FEB-2026,FUTSTK,FEDERALBNK,28-APR-2026,284.00
10-FEB-2026,FUTSTK,FEDERALBNK,30-APR-2026,285.65
10-FEB-2026,FUTSTK,FORTIS,24-FEB-2026,892.95
10-FEB-2026,FUTSTK,FORTIS,26-FEB-2026,894.10
10-FEB-2026,FUTSTK,FORTIS,25-MAR-2026,897.75
10-FEB-2026,FUTSTK,FORTIS,30-MAR-2026,898.35
10-FEB-2026,FUTSTK,FORTIS,28-APR-2026,902.35
10-FEB-2026,FUTSTK,FORTIS,30-APR-2026,902.65
10-FEB-2026,FUTSTK,GAIL,24-FEB-2026,165.06
10-FEB-2026,FUTSTK,GAIL,26-FEB-2026,164.95
10-FEB-2026,FUTSTK,GAIL,25-MAR-2026,165.60
10-FEB-2026,FUTSTK,GAIL,30-MAR-2026,166.08
10-FEB-2026,FUTSTK,GAIL,28-APR-2026,167.26
10-FEB-2026,FUTSTK,GAIL,30-APR-2026,166.50
10-FEB-2026,FUTSTK,GLENMARK,24-FEB-2026,1963.60
10-FEB-2026,FUTSTK,GLENMARK,26-FEB-2026,1962.70
10-FEB-2026,FUTSTK,GLENMARK,25-MAR-2026,1970.70
10-FEB-2026,FUTSTK,GLENMARK,30-MAR-2026,1975.20
10-FEB-2026,FUTSTK,GLENMARK,28-APR-2026,1980.80
10-FEB-2026,FUTSTK,GLENMARK,30-APR-2026,1981.40
10-FEB-2026,FUTSTK,GMRAIRPORT,24-FEB-2026,97.94
10-FEB-2026,FUTSTK,GMRAIRPORT,26-FEB-2026,98.05
10-FEB-2026,FUTSTK,GMRAIRPORT,25-MAR-2026,98.45
10-FEB-2026,FUTSTK,GMRAIRPORT,30-MAR-2026,98.54
10-FEB-2026,FUTSTK,GMRAIRPORT,28-APR-2026,98.95
10-FEB-2026,FUTSTK,GMRAIRPORT,30-APR-2026,99.00
10-FEB-2026,FUTSTK,GODREJCP,24-FEB-2026,1206.80
10-FEB-2026,FUTSTK,GODREJCP,26-FEB-2026,1209.50
10-FEB-2026,FUTSTK,GODREJCP,25-MAR-2026,1214.45
10-FEB-2026,FUTSTK,GODREJCP,30-MAR-2026,1212.10
10-FEB-2026,FUTSTK,GODREJCP,28-APR-2026,1220.70
10-FEB-2026,FUTSTK,GODREJCP,30-APR-2026,1221.05
10-FEB-2026,FUTSTK,GODREJPROP,24-FEB-2026,1824.10
10-FEB-2026,FUTSTK,GODREJPROP,26-FEB-2026,1825.15
10-FEB-2026,FUTSTK,GODREJPROP,25-MAR-2026,1832.60
10-FEB-2026,FUTSTK,GODREJPROP,30-MAR-2026,1833.90
10-FEB-2026,FUTSTK,GODREJPROP,28-APR-2026,1845.80
10-FEB-2026,FUTSTK,GODREJPROP,30-APR-2026,1842.55
10-FEB-2026,FUTSTK,GRASIM,24-FEB-2026,2958.10
10-FEB-2026,FUTSTK,GRASIM,26-FEB-2026,2961.05
10-FEB-2026,FUTSTK,GRASIM,25-MAR-2026,2973.10
10-FEB-2026,FUTSTK,GRASIM,30-MAR-2026,2977.50
10-FEB-2026,FUTSTK,GRASIM,28-APR-2026,2992.10
10-FEB-2026,FUTSTK,GRASIM,30-APR-2026,2989.25
10-FEB-2026,FUTSTK,HAL,24-FEB-2026,4139.40
10-FEB-2026,FUTSTK,HAL,26-FEB-2026,4178.40
10-FEB-2026,FUTSTK,HAL,25-MAR-2026,4195.45
10-FEB-2026,FUTSTK,HAL,30-MAR-2026,4162.30
10-FEB-2026,FUTSTK,HAL,28-APR-2026,4178.80
10-FEB-2026,FUTSTK,HAL,30-APR-2026,4218.25
10-FEB-2026,FUTSTK,HAVELLS,24-FEB-2026,1374.60
10-FEB-2026,FUTSTK,HAVELLS,26-FEB-2026,1376.40
10-FEB-2026,FUTSTK,HAVELLS,25-MAR-2026,1382.05
10-FEB-2026,FUTSTK,HAVELLS,30-MAR-2026,1381.00
10-FEB-2026,FUTSTK,HAVELLS,28-APR-2026,1388.50
10-FEB-2026,FUTSTK,HAVELLS,30-APR-2026,1389.55
10-FEB-2026,FUTSTK,HCLTECH,24-FEB-2026,1578.30
10-FEB-2026,FUTSTK,HCLTECH,26-FEB-2026,1576.90
10-FEB-2026,FUTSTK,HCLTECH,25-MAR-2026,1583.35
10-FEB-2026,FUTSTK,HCLTECH,30-MAR-2026,1587.80
10-FEB-2026,FUTSTK,HCLTECH,28-APR-2026,1587.30
10-FEB-2026,FUTSTK,HCLTECH,30-APR-2026,1591.95
10-FEB-2026,FUTSTK,HDFCAMC,24-FEB-2026,2819.50
10-FEB-2026,FUTSTK,HDFCAMC,26-FEB-2026,2823.60
10-FEB-2026,FUTSTK,HDFCAMC,25-MAR-2026,2835.10
10-FEB-2026,FUTSTK,HDFCAMC,30-MAR-2026,2834.50
10-FEB-2026,FUTSTK,HDFCAMC,28-APR-2026,2849.50
10-FEB-2026,FUTSTK,HDFCAMC,30-APR-2026,2850.55
10-FEB-2026,FUTSTK,HDFCBANK,24-FEB-2026,935.80
10-FEB-2026,FUTSTK,HDFCBANK,26-FEB-2026,934.65
10-FEB-2026,FUTSTK,HDFCBANK,25-MAR-2026,938.45
10-FEB-2026,FUTSTK,HDFCBANK,30-MAR-2026,941.95
10-FEB-2026,FUTSTK,HDFCBANK,28-APR-2026,947.40
10-FEB-2026,FUTSTK,HDFCBANK,30-APR-2026,943.55
10-FEB-2026,FUTSTK,HDFCLIFE,24-FEB-2026,706.35
10-FEB-2026,FUTSTK,HDFCLIFE,26-FEB-2026,705.65
10-FEB-2026,FUTSTK,HDFCLIFE,25-MAR-2026,708.55
10-FEB-2026,FUTSTK,HDFCLIFE,30-MAR-2026,710.85
10-FEB-2026,FUTSTK,HDFCLIFE,28-APR-2026,712.15
10-FEB-2026,FUTSTK,HDFCLIFE,30-APR-2026,712.40
10-FEB-2026,FUTSTK,HEROMOTOCO,24-FEB-2026,5664.00
10-FEB-2026,FUTSTK,HEROMOTOCO,26-FEB-2026,5767.35
10-FEB-2026,FUTSTK,HEROMOTOCO,25-MAR-2026,5790.85
10-FEB-2026,FUTSTK,HEROMOTOCO,30-MAR-2026,5695.00
10-FEB-2026,FUTSTK,HEROMOTOCO,28-APR-2026,5820.50
10-FEB-2026,FUTSTK,HEROMOTOCO,30-APR-2026,5822.35
10-FEB-2026,FUTSTK,HINDALCO,24-FEB-2026,968.20
10-FEB-2026,FUTSTK,HINDALCO,26-FEB-2026,971.25
10-FEB-2026,FUTSTK,HINDALCO,25-MAR-2026,975.20
10-FEB-2026,FUTSTK,HINDALCO,30-MAR-2026,973.35
10-FEB-2026,FUTSTK,HINDALCO,28-APR-2026,979.15
10-FEB-2026,FUTSTK,HINDALCO,30-APR-2026,980.50
10-FEB-2026,FUTSTK,HINDPETRO,24-FEB-2026,462.25
10-FEB-2026,FUTSTK,HINDPETRO,26-FEB-2026,462.35
10-FEB-2026,FUTSTK,HINDPETRO,25-MAR-2026,464.25
10-FEB-2026,FUTSTK,HINDPETRO,30-MAR-2026,464.85
10-FEB-2026,FUTSTK,HINDPETRO,28-APR-2026,466.20
10-FEB-2026,FUTSTK,HINDPETRO,30-APR-2026,466.75
10-FEB-2026,FUTSTK,HINDUNILVR,24-FEB-2026,2454.20
10-FEB-2026,FUTSTK,HINDUNILVR,26-FEB-2026,2459.50
10-FEB-2026,FUTSTK,HINDUNILVR,25-MAR-2026,2469.55
10-FEB-2026,FUTSTK,HINDUNILVR,30-MAR-2026,2467.40
10-FEB-2026,FUTSTK,HINDUNILVR,28-APR-2026,2483.70
10-FEB-2026,FUTSTK,HINDUNILVR,30-APR-2026,2483.00
10-FEB-2026,FUTSTK,HINDZINC,24-FEB-2026,619.55
10-FEB-2026,FUTSTK,HINDZINC,26-FEB-2026,619.20
10-FEB-2026,FUTSTK,HINDZINC,25-MAR-2026,621.70
10-FEB-2026,FUTSTK,HINDZINC,30-MAR-2026,623.05
10-FEB-2026,FUTSTK,HINDZINC,28-APR-2026,626.90
10-FEB-2026,FUTSTK,HINDZINC,30-APR-2026,625.10
10-FEB-2026,FUTSTK,HUDCO,24-FEB-2026,194.08
10-FEB-2026,FUTSTK,HUDCO,26-FEB-2026,194.35
10-FEB-2026,FUTSTK,HUDCO,25-MAR-2026,195.15
10-FEB-2026,FUTSTK,HUDCO,30-MAR-2026,195.10
10-FEB-2026,FUTSTK,HUDCO,28-APR-2026,196.16
10-FEB-2026,FUTSTK,HUDCO,30-APR-2026,196.20
10-FEB-2026,FUTSTK,ICICIBANK,24-FEB-2026,1408.30
10-FEB-2026,FUTSTK,ICICIBANK,26-FEB-2026,1409.90
10-FEB-2026,FUTSTK,ICICIBANK,25-MAR-2026,1415.65
10-FEB-2026,FUTSTK,ICICIBANK,30-MAR-2026,1416.80
10-FEB-2026,FUTSTK,ICICIBANK,28-APR-2026,1426.60
10-FEB-2026,FUTSTK,ICICIBANK,30-APR-2026,1423.35
10-FEB-2026,FUTSTK,ICICIGI,24-FEB-2026,1915.50
10-FEB-2026,FUTSTK,ICICIGI,26-FEB-2026,1914.25
10-FEB-2026,FUTSTK,ICICIGI,25-MAR-2026,1922.05
10-FEB-2026,FUTSTK,ICICIGI,30-MAR-2026,1914.20
10-FEB-2026,FUTSTK,ICICIGI,28-APR-2026,1931.90
10-FEB-2026,FUTSTK,ICICIGI,30-APR-2026,1932.50
10-FEB-2026,FUTSTK,ICICIPRULI,24-FEB-2026,644.85
10-FEB-2026,FUTSTK,ICICIPRULI,26-FEB-2026,644.55
10-FEB-2026,FUTSTK,ICICIPRULI,25-MAR-2026,647.20
10-FEB-2026,FUTSTK,ICICIPRULI,30-MAR-2026,648.15
10-FEB-2026,FUTSTK,ICICIPRULI,28-APR-2026,652.55
10-FEB-2026,FUTSTK,ICICIPRULI,30-APR-2026,650.70
10-FEB-2026,FUTSTK,IDEA,24-FEB-2026,11.51
10-FEB-2026,FUTSTK,IDEA,26-FEB-2026,11.50
10-FEB-2026,FUTSTK,IDEA,25-MAR-2026,11.55
10-FEB-2026,FUTSTK,IDEA,30-MAR-2026,11.60
10-FEB-2026,FUTSTK,IDEA,28-APR-2026,11.68
10-FEB-2026,FUTSTK,IDEA,30-APR-2026,11.60
10-FEB-2026,FUTSTK,IDFCFIRSTB,24-FEB-2026,84.08
10-FEB-2026,FUTSTK,IDFCFIRSTB,26-FEB-2026,83.95
10-FEB-2026,FUTSTK,IDFCFIRSTB,25-MAR-2026,84.30
10-FEB-2026,FUTSTK,IDFCFIRSTB,30-MAR-2026,84.58
10-FEB-2026,FUTSTK,IDFCFIRSTB,28-APR-2026,85.00
10-FEB-2026,FUTSTK,IDFCFIRSTB,30-APR-2026,84.75
10-FEB-2026,FUTSTK,IEX,24-FEB-2026,126.23
10-FEB-2026,FUTSTK,IEX,26-FEB-2026,126.45
10-FEB-2026,FUTSTK,IEX,25-MAR-2026,126.95
10-FEB-2026,FUTSTK,IEX,30-MAR-2026,126.85
10-FEB-2026,FUTSTK,IEX,28-APR-2026,127.74
10-FEB-2026,FUTSTK,IEX,30-APR-2026,127.65
10-FEB-2026,FUTSTK,INDHOTEL,24-FEB-2026,703.25
10-FEB-2026,FUTSTK,INDHOTEL,26-FEB-2026,704.25
10-FEB-2026,FUTSTK,INDHOTEL,25-MAR-2026,707.10
10-FEB-2026,FUTSTK,INDHOTEL,30-MAR-2026,707.55
10-FEB-2026,FUTSTK,INDHOTEL,28-APR-2026,712.30
10-FEB-2026,FUTSTK,INDHOTEL,30-APR-2026,710.95
10-FEB-2026,FUTSTK,INDIANB,24-FEB-2026,906.65
10-FEB-2026,FUTSTK,INDIANB,26-FEB-2026,908.25
10-FEB-2026,FUTSTK,INDIANB,25-MAR-2026,911.95
10-FEB-2026,FUTSTK,INDIANB,30-MAR-2026,908.75
10-FEB-2026,FUTSTK,INDIANB,28-APR-2026,913.55
10-FEB-2026,FUTSTK,INDIANB,30-APR-2026,916.90
10-FEB-2026,FUTSTK,INDIGO,24-FEB-2026,4978.10
10-FEB-2026,FUTSTK,INDIGO,26-FEB-2026,4972.35
10-FEB-2026,FUTSTK,INDIGO,25-MAR-2026,4992.65
10-FEB-2026,FUTSTK,INDIGO,30-MAR-2026,5004.70
10-FEB-2026,FUTSTK,INDIGO,28-APR-2026,5036.00
10-FEB-2026,FUTSTK,INDIGO,30-APR-2026,5019.80
10-FEB-2026,FUTSTK,INDUSINDBK,24-FEB-2026,926.45
10-FEB-2026,FUTSTK,INDUSINDBK,26-FEB-2026,929.85
10-FEB-2026,FUTSTK,INDUSINDBK,25-MAR-2026,933.65
10-FEB-2026,FUTSTK,INDUSINDBK,30-MAR-2026,931.95
10-FEB-2026,FUTSTK,INDUSINDBK,28-APR-2026,937.60
10-FEB-2026,FUTSTK,INDUSINDBK,30-APR-2026,938.70
10-FEB-2026,FUTSTK,INDUSTOWER,24-FEB-2026,459.25
10-FEB-2026,FUTSTK,INDUSTOWER,26-FEB-2026,460.25
10-FEB-2026,FUTSTK,INDUSTOWER,25-MAR-2026,462.15
10-FEB-2026,FUTSTK,INDUSTOWER,30-MAR-2026,462.20
10-FEB-2026,FUTSTK,INDUSTOWER,28-APR-2026,464.50
10-FEB-2026,FUTSTK,INDUSTOWER,30-APR-2026,464.65
10-FEB-2026,FUTSTK,INFY,24-FEB-2026,1501.70
10-FEB-2026,FUTSTK,INFY,26-FEB-2026,1501.40
10-FEB-2026,FUTSTK,INFY,25-MAR-2026,1507.55
10-FEB-2026,FUTSTK,INFY,30-MAR-2026,1510.40
10-FEB-2026,FUTSTK,INFY,28-APR-2026,1520.00
10-FEB-2026,FUTSTK,INFY,30-APR-2026,1515.75
10-FEB-2026,FUTSTK,INOXWIND,24-FEB-2026,111.39
10-FEB-2026,FUTSTK,INOXWIND,26-FEB-2026,111.45
10-FEB-2026,FUTSTK,INOXWIND,25-MAR-2026,111.90
10-FEB-2026,FUTSTK,INOXWIND,30-MAR-2026,111.90
10-FEB-2026,FUTSTK,INOXWIND,28-APR-2026,112.88
10-FEB-2026,FUTSTK,INOXWIND,30-APR-2026,112.55
10-FEB-2026,FUTSTK,IOC,24-FEB-2026,178.26
10-FEB-2026,FUTSTK,IOC,26-FEB-2026,178.65
10-FEB-2026,FUTSTK,IOC,25-MAR-2026,179.35
10-FEB-2026,FUTSTK,IOC,30-MAR-2026,178.97
10-FEB-2026,FUTSTK,IOC,28-APR-2026,180.09
10-FEB-2026,FUTSTK,IOC,30-APR-2026,180.35
10-FEB-2026,FUTSTK,IRCTC,24-FEB-2026,631.80
10-FEB-2026,FUTSTK,IRCTC,26-FEB-2026,637.75
10-FEB-2026,FUTSTK,IREDA,24-FEB-2026,128.62
10-FEB-2026,FUTSTK,IREDA,26-FEB-2026,129.60
10-FEB-2026,FUTSTK,IREDA,25-MAR-2026,130.15
10-FEB-2026,FUTSTK,IREDA,30-MAR-2026,127.37
10-FEB-2026,FUTSTK,IREDA,28-APR-2026,127.33
10-FEB-2026,FUTSTK,IREDA,30-APR-2026,130.85
10-FEB-2026,FUTSTK,IRFC,24-FEB-2026,115.82
10-FEB-2026,FUTSTK,IRFC,26-FEB-2026,115.75
10-FEB-2026,FUTSTK,IRFC,25-MAR-2026,116.20
10-FEB-2026,FUTSTK,IRFC,30-MAR-2026,114.63
10-FEB-2026,FUTSTK,IRFC,28-APR-2026,114.30
10-FEB-2026,FUTSTK,IRFC,30-APR-2026,116.85
10-FEB-2026,FUTSTK,ITC,24-FEB-2026,321.90
10-FEB-2026,FUTSTK,ITC,26-FEB-2026,322.20
10-FEB-2026,FUTSTK,ITC,25-MAR-2026,323.50
10-FEB-2026,FUTSTK,ITC,30-MAR-2026,324.00
10-FEB-2026,FUTSTK,ITC,28-APR-2026,326.00
10-FEB-2026,FUTSTK,ITC,30-APR-2026,325.25
10-FEB-2026,FUTSTK,JINDALSTEL,24-FEB-2026,1193.50
10-FEB-2026,FUTSTK,JINDALSTEL,26-FEB-2026,1194.30
10-FEB-2026,FUTSTK,JINDALSTEL,25-MAR-2026,1199.15
10-FEB-2026,FUTSTK,JINDALSTEL,30-MAR-2026,1198.70
10-FEB-2026,FUTSTK,JINDALSTEL,28-APR-2026,1207.90
10-FEB-2026,FUTSTK,JINDALSTEL,30-APR-2026,1205.65
10-FEB-2026,FUTSTK,JIOFIN,24-FEB-2026,270.85
10-FEB-2026,FUTSTK,JIOFIN,26-FEB-2026,270.85
10-FEB-2026,FUTSTK,JIOFIN,25-MAR-2026,271.95
10-FEB-2026,FUTSTK,JIOFIN,30-MAR-2026,272.70
10-FEB-2026,FUTSTK,JIOFIN,28-APR-2026,274.40
10-FEB-2026,FUTSTK,JIOFIN,30-APR-2026,273.45
10-FEB-2026,FUTSTK,JSWENERGY,24-FEB-2026,484.10
10-FEB-2026,FUTSTK,JSWENERGY,26-FEB-2026,484.85
10-FEB-2026,FUTSTK,JSWENERGY,25-MAR-2026,486.85
10-FEB-2026,FUTSTK,JSWENERGY,30-MAR-2026,487.20
10-FEB-2026,FUTSTK,JSWENERGY,28-APR-2026,490.30
10-FEB-2026,FUTSTK,JSWENERGY,30-APR-2026,489.50
10-FEB-2026,FUTSTK,JSWSTEEL,24-FEB-2026,1248.20
10-FEB-2026,FUTSTK,JSWSTEEL,26-FEB-2026,1247.10
10-FEB-2026,FUTSTK,JSWSTEEL,25-MAR-2026,1252.20
10-FEB-2026,FUTSTK,JSWSTEEL,30-MAR-2026,1255.20
10-FEB-2026,FUTSTK,JSWSTEEL,28-APR-2026,1258.60
10-FEB-2026,FUTSTK,JSWSTEEL,30-APR-2026,1259.00
10-FEB-2026,FUTSTK,JUBLFOOD,24-FEB-2026,556.20
10-FEB-2026,FUTSTK,JUBLFOOD,26-FEB-2026,555.75
10-FEB-2026,FUTSTK,JUBLFOOD,25-MAR-2026,558.00
10-FEB-2026,FUTSTK,JUBLFOOD,30-MAR-2026,551.55
10-FEB-2026,FUTSTK,JUBLFOOD,28-APR-2026,550.00
10-FEB-2026,FUTSTK,JUBLFOOD,30-APR-2026,561.05
10-FEB-2026,FUTSTK,KALYANKJIL,24-FEB-2026,434.80
10-FEB-2026,FUTSTK,KALYANKJIL,26-FEB-2026,434.95
10-FEB-2026,FUTSTK,KALYANKJIL,25-MAR-2026,436.70
10-FEB-2026,FUTSTK,KALYANKJIL,30-MAR-2026,436.85
10-FEB-2026,FUTSTK,KALYANKJIL,28-APR-2026,438.75
10-FEB-2026,FUTSTK,KALYANKJIL,30-APR-2026,439.10
10-FEB-2026,FUTSTK,KAYNES,24-FEB-2026,3961.40
10-FEB-2026,FUTSTK,KAYNES,26-FEB-2026,3967.10
10-FEB-2026,FUTSTK,KAYNES,25-MAR-2026,3983.25
10-FEB-2026,FUTSTK,KAYNES,30-MAR-2026,3956.60
10-FEB-2026,FUTSTK,KAYNES,28-APR-2026,3954.10
10-FEB-2026,FUTSTK,KAYNES,30-APR-2026,4004.95
10-FEB-2026,FUTSTK,KEI,24-FEB-2026,4606.60
10-FEB-2026,FUTSTK,KEI,26-FEB-2026,4601.65
10-FEB-2026,FUTSTK,KEI,25-MAR-2026,4620.40
10-FEB-2026,FUTSTK,KEI,30-MAR-2026,4547.20
10-FEB-2026,FUTSTK,KEI,28-APR-2026,4644.10
10-FEB-2026,FUTSTK,KEI,30-APR-2026,4645.50
10-FEB-2026,FUTSTK,KFINTECH,24-FEB-2026,1026.10
10-FEB-2026,FUTSTK,KFINTECH,26-FEB-2026,1024.90
10-FEB-2026,FUTSTK,KFINTECH,25-MAR-2026,1029.10
10-FEB-2026,FUTSTK,KFINTECH,30-MAR-2026,1005.90
10-FEB-2026,FUTSTK,KFINTECH,28-APR-2026,1003.40
10-FEB-2026,FUTSTK,KFINTECH,30-APR-2026,1034.70
10-FEB-2026,FUTSTK,KOTAKBANK,24-FEB-2026,429.80
10-FEB-2026,FUTSTK,KOTAKBANK,26-FEB-2026,430.35
10-FEB-2026,FUTSTK,KOTAKBANK,25-MAR-2026,432.10
10-FEB-2026,FUTSTK,KOTAKBANK,30-MAR-2026,432.35
10-FEB-2026,FUTSTK,KOTAKBANK,28-APR-2026,435.00
10-FEB-2026,FUTSTK,KOTAKBANK,30-APR-2026,434.45
10-FEB-2026,FUTSTK,KPITTECH,24-FEB-2026,977.00
10-FEB-2026,FUTSTK,KPITTECH,26-FEB-2026,975.95
10-FEB-2026,FUTSTK,KPITTECH,25-MAR-2026,979.95
10-FEB-2026,FUTSTK,KPITTECH,30-MAR-2026,975.40
10-FEB-2026,FUTSTK,KPITTECH,28-APR-2026,979.00
10-FEB-2026,FUTSTK,KPITTECH,30-APR-2026,985.25
10-FEB-2026,FUTSTK,LAURUSLABS,24-FEB-2026,969.65
10-FEB-2026,FUTSTK,LAURUSLABS,26-FEB-2026,968.70
10-FEB-2026,FUTSTK,LAURUSLABS,25-MAR-2026,972.65
10-FEB-2026,FUTSTK,LAURUSLABS,30-MAR-2026,975.60
10-FEB-2026,FUTSTK,LAURUSLABS,28-APR-2026,981.55
10-FEB-2026,FUTSTK,LAURUSLABS,30-APR-2026,977.90
10-FEB-2026,FUTSTK,LICHSGFIN,24-FEB-2026,523.95
10-FEB-2026,FUTSTK,LICHSGFIN,26-FEB-2026,523.80
10-FEB-2026,FUTSTK,LICHSGFIN,25-MAR-2026,525.95
10-FEB-2026,FUTSTK,LICHSGFIN,30-MAR-2026,526.95
10-FEB-2026,FUTSTK,LICHSGFIN,28-APR-2026,530.90
10-FEB-2026,FUTSTK,LICHSGFIN,30-APR-2026,528.80
10-FEB-2026,FUTSTK,LICI,24-FEB-2026,892.45
10-FEB-2026,FUTSTK,LICI,26-FEB-2026,893.85
10-FEB-2026,FUTSTK,LICI,25-MAR-2026,897.50
10-FEB-2026,FUTSTK,LICI,30-MAR-2026,897.75
10-FEB-2026,FUTSTK,LICI,28-APR-2026,903.55
10-FEB-2026,FUTSTK,LICI,30-APR-2026,902.40
10-FEB-2026,FUTSTK,LODHA,24-FEB-2026,1095.40
10-FEB-2026,FUTSTK,LODHA,26-FEB-2026,1097.70
10-FEB-2026,FUTSTK,LODHA,25-MAR-2026,1102.15
10-FEB-2026,FUTSTK,LODHA,30-MAR-2026,1100.45
10-FEB-2026,FUTSTK,LODHA,28-APR-2026,1106.00
10-FEB-2026,FUTSTK,LODHA,30-APR-2026,1108.15
10-FEB-2026,FUTSTK,LT,24-FEB-2026,4169.90
