DATE,INSTRUMENT,UNDERLYING,EXPIRY DATE,MTM SETTLEMENT PRICE
10-FEB-2026,FUTSTK,LT,26-FEB-2026,4179.05
10-FEB-2026,FUTSTK,LT,25-MAR-2026,4196.10
10-FEB-2026,FUTSTK,LT,30-MAR-2026,4195.00
10-FEB-2026,FUTSTK,LT,28-APR-2026,4224.00
10-FEB-2026,FUTSTK,LT,30-APR-2026,4218.90
10-FEB-2026,FUTSTK,LTF,24-FEB-2026,293.95
10-FEB-2026,FUTSTK,LTF,26-FEB-2026,294.70
10-FEB-2026,FUTSTK,LTF,25-MAR-2026,295.90
10-FEB-2026,FUTSTK,LTF,30-MAR-2026,293.05
10-FEB-2026,FUTSTK,LTF,28-APR-2026,293.10
10-FEB-2026,FUTSTK,LTF,30-APR-2026,297.50
10-FEB-2026,FUTSTK,LTIM,24-FEB-2026,5659.50
10-FEB-2026,FUTSTK,LTIM,26-FEB-2026,5675.65
10-FEB-2026,FUTSTK,LTIM,25-MAR-2026,5698.80
10-FEB-2026,FUTSTK,LTIM,30-MAR-2026,5670.50
10-FEB-2026,FUTSTK,LTIM,28-APR-2026,5697.50
10-FEB-2026,FUTSTK,LTIM,30-APR-2026,5729.80
10-FEB-2026,FUTSTK,LUPIN,24-FEB-2026,2211.70
10-FEB-2026,FUTSTK,LUPIN,26-FEB-2026,2209.40
10-FEB-2026,FUTSTK,LUPIN,25-MAR-2026,2218.45
10-FEB-2026,FUTSTK,LUPIN,30-MAR-2026,2225.00
10-FEB-2026,FUTSTK,LUPIN,28-APR-2026,2239.30
10-FEB-2026,FUTSTK,LUPIN,30-APR-2026,2230.50
10-FEB-2026,FUTSTK,M&M,24-FEB-2026,3680.60
10-FEB-2026,FUTSTK,M&M,26-FEB-2026,3684.65
10-FEB-2026,FUTSTK,M&M,25-MAR-2026,3699.70
10-FEB-2026,FUTSTK,M&M,30-MAR-2026,3704.10
10-FEB-2026,FUTSTK,M&M,28-APR-2026,3726.90
10-FEB-2026,FUTSTK,M&M,30-APR-2026,3719.80
10-FEB-2026,FUTSTK,MANAPPURAM,24-FEB-2026,309.20
10-FEB-2026,FUTSTK,MANAPPURAM,26-FEB-2026,309.70
10-FEB-2026,FUTSTK,MANAPPURAM,25-MAR-2026,310.95
10-FEB-2026,FUTSTK,MANAPPURAM,30-MAR-2026,310.55
10-FEB-2026,FUTSTK,MANAPPURAM,28-APR-2026,313.15
10-FEB-2026,FUTSTK,MANAPPURAM,30-APR-2026,312.65
10-FEB-2026,FUTSTK,MANKIND,24-FEB-2026,2074.50
10-FEB-2026,FUTSTK,MANKIND,26-FEB-2026,2078.05
10-FEB-2026,FUTSTK,MANKIND,25-MAR-2026,2086.50
10-FEB-2026,FUTSTK,MANKIND,30-MAR-2026,2076.20
10-FEB-2026,FUTSTK,MANKIND,28-APR-2026,2086.00
10-FEB-2026,FUTSTK,MANKIND,30-APR-2026,2097.90
10-FEB-2026,FUTSTK,MARICO,24-FEB-2026,765.25
10-FEB-2026,FUTSTK,MARICO,26-FEB-2026,766.70
10-FEB-2026,FUTSTK,MARICO,25-MAR-2026,769.80
10-FEB-2026,FUTSTK,MARICO,30-MAR-2026,765.10
10-FEB-2026,FUTSTK,MARICO,28-APR-2026,773.80
10-FEB-2026,FUTSTK,MARICO,30-APR-2026,774.00
10-FEB-2026,FUTSTK,MARUTI,24-FEB-2026,15197.00
10-FEB-2026,FUTSTK,MARUTI,26-FEB-2026,15182.65
10-FEB-2026,FUTSTK,MARUTI,25-MAR-2026,15244.55
10-FEB-2026,FUTSTK,MARUTI,30-MAR-2026,15285.00
10-FEB-2026,FUTSTK,MARUTI,28-APR-2026,15386.00
10-FEB-2026,FUTSTK,MARUTI,30-APR-2026,15327.50
10-FEB-2026,FUTSTK,MAXHEALTH,24-FEB-2026,1025.10
10-FEB-2026,FUTSTK,MAXHEALTH,26-FEB-2026,1023.95
10-FEB-2026,FUTSTK,MAXHEALTH,25-MAR-2026,1028.15
10-FEB-2026,FUTSTK,MAXHEALTH,30-MAR-2026,1031.35
10-FEB-2026,FUTSTK,MAXHEALTH,28-APR-2026,1033.40
10-FEB-2026,FUTSTK,MAXHEALTH,30-APR-2026,1033.75
10-FEB-2026,FUTSTK,MAZDOCK,24-FEB-2026,2433.10
10-FEB-2026,FUTSTK,MAZDOCK,26-FEB-2026,2445.00
10-FEB-2026,FUTSTK,MAZDOCK,25-MAR-2026,2454.95
10-FEB-2026,FUTSTK,MAZDOCK,30-MAR-2026,2441.80
10-FEB-2026,FUTSTK,MAZDOCK,28-APR-2026,2437.90
10-FEB-2026,FUTSTK,MAZDOCK,30-APR-2026,2468.30
10-FEB-2026,FUTSTK,MCX,24-FEB-2026,2472.20
10-FEB-2026,FUTSTK,MCX,26-FEB-2026,2476.70
10-FEB-2026,FUTSTK,MCX,25-MAR-2026,2486.80
10-FEB-2026,FUTSTK,MCX,30-MAR-2026,2486.20
10-FEB-2026,FUTSTK,MCX,28-APR-2026,2504.40
10-FEB-2026,FUTSTK,MCX,30-APR-2026,2500.35
10-FEB-2026,FUTSTK,MFSL,24-FEB-2026,1752.60
10-FEB-2026,FUTSTK,MFSL,26-FEB-2026,1751.40
10-FEB-2026,FUTSTK,MFSL,25-MAR-2026,1758.55
10-FEB-2026,FUTSTK,MFSL,30-MAR-2026,1757.80
10-FEB-2026,FUTSTK,MFSL,28-APR-2026,1767.60
10-FEB-2026,FUTSTK,MFSL,30-APR-2026,1768.10
10-FEB-2026,FUTSTK,MOTHERSON,24-FEB-2026,129.93
10-FEB-2026,FUTSTK,MOTHERSON,26-FEB-2026,129.75
10-FEB-2026,FUTSTK,MOTHERSON,25-MAR-2026,130.30
10-FEB-2026,FUTSTK,MOTHERSON,30-MAR-2026,130.56
10-FEB-2026,FUTSTK,MOTHERSON,28-APR-2026,131.36
10-FEB-2026,FUTSTK,MOTHERSON,30-APR-2026,131.00
10-FEB-2026,FUTSTK,MPHASIS,24-FEB-2026,2622.20
10-FEB-2026,FUTSTK,MPHASIS,26-FEB-2026,2620.45
10-FEB-2026,FUTSTK,MPHASIS,25-MAR-2026,2631.15
10-FEB-2026,FUTSTK,MPHASIS,30-MAR-2026,2636.50
10-FEB-2026,FUTSTK,MPHASIS,28-APR-2026,2652.30
10-FEB-2026,FUTSTK,MPHASIS,30-APR-2026,2645.45
10-FEB-2026,FUTSTK,MUTHOOTFIN,24-FEB-2026,3889.10
10-FEB-2026,FUTSTK,MUTHOOTFIN,26-FEB-2026,3891.45
10-FEB-2026,FUTSTK,MUTHOOTFIN,25-MAR-2026,3907.35
10-FEB-2026,FUTSTK,MUTHOOTFIN,30-MAR-2026,3913.20
10-FEB-2026,FUTSTK,MUTHOOTFIN,28-APR-2026,3906.80
10-FEB-2026,FUTSTK,MUTHOOTFIN,30-APR-2026,3928.60
10-FEB-2026,FUTSTK,NATIONALUM,24-FEB-2026,369.55
10-FEB-2026,FUTSTK,NATIONALUM,26-FEB-2026,369.55
10-FEB-2026,FUTSTK,NATIONALUM,25-MAR-2026,371.05
10-FEB-2026,FUTSTK,NATIONALUM,30-MAR-2026,371.15
10-FEB-2026,FUTSTK,NATIONALUM,28-APR-2026,372.90
10-FEB-2026,FUTSTK,NATIONALUM,30-APR-2026,373.05
10-FEB-2026,FUTSTK,NAUKRI,24-FEB-2026,1194.30
10-FEB-2026,FUTSTK,NAUKRI,26-FEB-2026,1197.20
10-FEB-2026,FUTSTK,NAUKRI,25-MAR-2026,1202.05
10-FEB-2026,FUTSTK,NAUKRI,30-MAR-2026,1194.10
10-FEB-2026,FUTSTK,NAUKRI,28-APR-2026,1195.00
10-FEB-2026,FUTSTK,NAUKRI,30-APR-2026,1208.60
10-FEB-2026,FUTSTK,NBCC,24-FEB-2026,101.35
10-FEB-2026,FUTSTK,NBCC,26-FEB-2026,101.70
10-FEB-2026,FUTSTK,NBCC,25-MAR-2026,102.10
10-FEB-2026,FUTSTK,NBCC,30-MAR-2026,101.93
10-FEB-2026,FUTSTK,NBCC,28-APR-2026,102.62
10-FEB-2026,FUTSTK,NBCC,30-APR-2026,102.65
10-FEB-2026,FUTSTK,NESTLEIND,24-FEB-2026,1309.40
10-FEB-2026,FUTSTK,NESTLEIND,26-FEB-2026,1311.75
10-FEB-2026,FUTSTK,NESTLEIND,25-MAR-2026,1317.10
10-FEB-2026,FUTSTK,NESTLEIND,30-MAR-2026,1317.40
10-FEB-2026,FUTSTK,NESTLEIND,28-APR-2026,1325.30
10-FEB-2026,FUTSTK,NESTLEIND,30-APR-2026,1324.25
10-FEB-2026,FUTSTK,NHPC,24-FEB-2026,77.20
10-FEB-2026,FUTSTK,NHPC,26-FEB-2026,77.15
10-FEB-2026,FUTSTK,NHPC,25-MAR-2026,77.45
10-FEB-2026,FUTSTK,NHPC,30-MAR-2026,77.68
10-FEB-2026,FUTSTK,NHPC,28-APR-2026,78.18
10-FEB-2026,FUTSTK,NHPC,30-APR-2026,77.85
10-FEB-2026,FUTSTK,NMDC,24-FEB-2026,85.35
10-FEB-2026,FUTSTK,NMDC,26-FEB-2026,85.30
10-FEB-2026,FUTSTK,NMDC,25-MAR-2026,85.60
10-FEB-2026,FUTSTK,NMDC,30-MAR-2026,85.92
10-FEB-2026,FUTSTK,NMDC,28-APR-2026,86.30
10-FEB-2026,FUTSTK,NMDC,30-APR-2026,86.10
10-FEB-2026,FUTSTK,NTPC,24-FEB-2026,367.15
10-FEB-2026,FUTSTK,NTPC,26-FEB-2026,367.80
10-FEB-2026,FUTSTK,NTPC,25-MAR-2026,369.30
10-FEB-2026,FUTSTK,NTPC,30-MAR-2026,369.50
10-FEB-2026,FUTSTK,NTPC,28-APR-2026,371.50
10-FEB-2026,FUTSTK,NTPC,30-APR-2026,371.30
10-FEB-2026,FUTSTK,NUVAMA,24-FEB-2026,1387.30
10-FEB-2026,FUTSTK,NUVAMA,26-FEB-2026,1389.60
10-FEB-2026,FUTSTK,NUVAMA,25-MAR-2026,1395.25
10-FEB-2026,FUTSTK,NUVAMA,30-MAR-2026,1386.60
10-FEB-2026,FUTSTK,NUVAMA,28-APR-2026,1406.90
10-FEB-2026,FUTSTK,NUVAMA,30-APR-2026,1402.85
10-FEB-2026,FUTSTK,NYKAA,24-FEB-2026,281.73
10-FEB-2026,FUTSTK,NYKAA,26-FEB-2026,281.40
10-FEB-2026,FUTSTK,NYKAA,25-MAR-2026,282.50
10-FEB-2026,FUTSTK,NYKAA,30-MAR-2026,282.17
10-FEB-2026,FUTSTK,NYKAA,28-APR-2026,280.90
10-FEB-2026,FUTSTK,NYKAA,30-APR-2026,284.05
10-FEB-2026,FUTSTK,OBEROIRLTY,24-FEB-2026,1571.50
10-FEB-2026,FUTSTK,OBEROIRLTY,26-FEB-2026,1572.70
10-FEB-2026,FUTSTK,OBEROIRLTY,25-MAR-2026,1579.10
10-FEB-2026,FUTSTK,OBEROIRLTY,30-MAR-2026,1566.80
10-FEB-2026,FUTSTK,OBEROIRLTY,28-APR-2026,1565.40
10-FEB-2026,FUTSTK,OBEROIRLTY,30-APR-2026,1587.70
10-FEB-2026,FUTSTK,OFSS,24-FEB-2026,7366.00
10-FEB-2026,FUTSTK,OFSS,26-FEB-2026,7359.50
10-FEB-2026,FUTSTK,OFSS,25-MAR-2026,7389.50
10-FEB-2026,FUTSTK,OFSS,30-MAR-2026,7388.00
10-FEB-2026,FUTSTK,OFSS,28-APR-2026,7425.50
10-FEB-2026,FUTSTK,OFSS,30-APR-2026,7429.70
10-FEB-2026,FUTSTK,OIL,24-FEB-2026,483.80
10-FEB-2026,FUTSTK,OIL,26-FEB-2026,490.00
10-FEB-2026,FUTSTK,OIL,25-MAR-2026,492.00
10-FEB-2026,FUTSTK,OIL,30-MAR-2026,484.95
10-FEB-2026,FUTSTK,OIL,28-APR-2026,486.10
10-FEB-2026,FUTSTK,OIL,30-APR-2026,494.65
10-FEB-2026,FUTSTK,ONGC,24-FEB-2026,269.85
10-FEB-2026,FUTSTK,ONGC,26-FEB-2026,272.80
10-FEB-2026,FUTSTK,ONGC,25-MAR-2026,273.90
10-FEB-2026,FUTSTK,ONGC,30-MAR-2026,271.45
10-FEB-2026,FUTSTK,ONGC,28-APR-2026,273.00
10-FEB-2026,FUTSTK,ONGC,30-APR-2026,275.40
10-FEB-2026,FUTSTK,PAGEIND,24-FEB-2026,34595.00
10-FEB-2026,FUTSTK,PAGEIND,26-FEB-2026,34683.30
10-FEB-2026,FUTSTK,PAGEIND,25-MAR-2026,34824.70
10-FEB-2026,FUTSTK,PAGEIND,30-MAR-2026,34105.00
10-FEB-2026,FUTSTK,PAGEIND,28-APR-2026,33980.00
10-FEB-2026,FUTSTK,PAGEIND,30-APR-2026,35014.15
10-FEB-2026,FUTSTK,PATANJALI,24-FEB-2026,521.45
10-FEB-2026,FUTSTK,PATANJALI,26-FEB-2026,522.85
10-FEB-2026,FUTSTK,PATANJALI,25-MAR-2026,525.00
10-FEB-2026,FUTSTK,PATANJALI,30-MAR-2026,523.35
10-FEB-2026,FUTSTK,PATANJALI,28-APR-2026,526.95
10-FEB-2026,FUTSTK,PATANJALI,30-APR-2026,527.85
10-FEB-2026,FUTSTK,PAYTM,24-FEB-2026,1164.30
10-FEB-2026,FUTSTK,PAYTM,26-FEB-2026,1164.10
10-FEB-2026,FUTSTK,PAYTM,25-MAR-2026,1168.85
10-FEB-2026,FUTSTK,PAYTM,30-MAR-2026,1173.10
10-FEB-2026,FUTSTK,PAYTM,28-APR-2026,1181.20
10-FEB-2026,FUTSTK,PAYTM,30-APR-2026,1175.20
10-FEB-2026,FUTSTK,PERSISTENT,24-FEB-2026,5870.00
10-FEB-2026,FUTSTK,PERSISTENT,26-FEB-2026,5886.75
10-FEB-2026,FUTSTK,PERSISTENT,25-MAR-2026,5910.70
10-FEB-2026,FUTSTK,PERSISTENT,30-MAR-2026,5898.00
10-FEB-2026,FUTSTK,PERSISTENT,28-APR-2026,5936.00
10-FEB-2026,FUTSTK,PERSISTENT,30-APR-2026,5942.85
10-FEB-2026,FUTSTK,PETRONET,24-FEB-2026,304.50
10-FEB-2026,FUTSTK,PETRONET,26-FEB-2026,304.45
10-FEB-2026,FUTSTK,PETRONET,25-MAR-2026,305.65
10-FEB-2026,FUTSTK,PETRONET,30-MAR-2026,306.10
10-FEB-2026,FUTSTK,PETRONET,28-APR-2026,307.25
10-FEB-2026,FUTSTK,PETRONET,30-APR-2026,307.35
10-FEB-2026,FUTSTK,PFC,24-FEB-2026,410.65
10-FEB-2026,FUTSTK,PFC,26-FEB-2026,414.25
10-FEB-2026,FUTSTK,PFC,25-MAR-2026,415.95
10-FEB-2026,FUTSTK,PFC,30-MAR-2026,410.25
10-FEB-2026,FUTSTK,PFC,28-APR-2026,413.60
10-FEB-2026,FUTSTK,PFC,30-APR-2026,418.20
10-FEB-2026,FUTSTK,PGEL,24-FEB-2026,604.25
10-FEB-2026,FUTSTK,PGEL,26-FEB-2026,603.25
10-FEB-2026,FUTSTK,PGEL,25-MAR-2026,605.70
10-FEB-2026,FUTSTK,PGEL,30-MAR-2026,605.55
10-FEB-2026,FUTSTK,PGEL,28-APR-2026,608.80
10-FEB-2026,FUTSTK,PGEL,30-APR-2026,609.00
10-FEB-2026,FUTSTK,PHOENIXLTD,24-FEB-2026,1764.60
10-FEB-2026,FUTSTK,PHOENIXLTD,26-FEB-2026,1762.95
10-FEB-2026,FUTSTK,PHOENIXLTD,25-MAR-2026,1770.15
10-FEB-2026,FUTSTK,PHOENIXLTD,30-MAR-2026,1772.20
10-FEB-2026,FUTSTK,PHOENIXLTD,28-APR-2026,1779.20
10-FEB-2026,FUTSTK,PHOENIXLTD,30-APR-2026,1779.75
10-FEB-2026,FUTSTK,PIDILITIND,24-FEB-2026,1479.80
10-FEB-2026,FUTSTK,PIDILITIND,26-FEB-2026,1482.45
10-FEB-2026,FUTSTK,PIDILITIND,25-MAR-2026,1488.50
10-FEB-2026,FUTSTK,PIDILITIND,30-MAR-2026,1488.50
10-FEB-2026,FUTSTK,PIDILITIND,28-APR-2026,1497.50
10-FEB-2026,FUTSTK,PIDILITIND,30-APR-2026,1496.60
10-FEB-2026,FUTSTK,PIIND,24-FEB-2026,3158.90
10-FEB-2026,FUTSTK,PIIND,26-FEB-2026,3198.35
10-FEB-2026,FUTSTK,PIIND,25-MAR-2026,3211.40
10-FEB-2026,FUTSTK,PIIND,30-MAR-2026,3117.10
10-FEB-2026,FUTSTK,PIIND,28-APR-2026,3098.80
10-FEB-2026,FUTSTK,PIIND,30-APR-2026,3228.85
10-FEB-2026,FUTSTK,PNB,24-FEB-2026,123.37
10-FEB-2026,FUTSTK,PNB,26-FEB-2026,123.25
10-FEB-2026,FUTSTK,PNB,25-MAR-2026,123.75
10-FEB-2026,FUTSTK,PNB,30-MAR-2026,124.11
10-FEB-2026,FUTSTK,PNB,28-APR-2026,124.98
10-FEB-2026,FUTSTK,PNB,30-APR-2026,124.40
10-FEB-2026,FUTSTK,PNBHOUSING,24-FEB-2026,855.50
10-FEB-2026,FUTSTK,PNBHOUSING,26-FEB-2026,856.80
10-FEB-2026,FUTSTK,PNBHOUSING,25-MAR-2026,860.30
10-FEB-2026,FUTSTK,PNBHOUSING,30-MAR-2026,861.05
10-FEB-2026,FUTSTK,PNBHOUSING,28-APR-2026,866.00
10-FEB-2026,FUTSTK,PNBHOUSING,30-APR-2026,865.00
10-FEB-2026,FUTSTK,POLICYBZR,24-FEB-2026,1513.20
10-FEB-2026,FUTSTK,POLICYBZR,26-FEB-2026,1508.30
10-FEB-2026,FUTSTK,POLICYBZR,25-MAR-2026,1514.45
10-FEB-2026,FUTSTK,POLICYBZR,30-MAR-2026,1519.60
10-FEB-2026,FUTSTK,POLICYBZR,28-APR-2026,1528.00
10-FEB-2026,FUTSTK,POLICYBZR,30-APR-2026,1522.65
10-FEB-2026,FUTSTK,POLYCAB,24-FEB-2026,7769.50
10-FEB-2026,FUTSTK,POLYCAB,26-FEB-2026,7761.10
10-FEB-2026,FUTSTK,POLYCAB,25-MAR-2026,7792.75
10-FEB-2026,FUTSTK,POLYCAB,30-MAR-2026,7809.00
10-FEB-2026,FUTSTK,POLYCAB,28-APR-2026,7840.00
10-FEB-2026,FUTSTK,POLYCAB,30-APR-2026,7835.10
10-FEB-2026,FUTSTK,POWERGRID,24-FEB-2026,294.40
10-FEB-2026,FUTSTK,POWERGRID,26-FEB-2026,295.05
10-FEB-2026,FUTSTK,POWERGRID,25-MAR-2026,296.25
10-FEB-2026,FUTSTK,POWERGRID,30-MAR-2026,296.00
10-FEB-2026,FUTSTK,POWERGRID,28-APR-2026,298.40
10-FEB-2026,FUTSTK,POWERGRID,30-APR-2026,297.85
10-FEB-2026,FUTSTK,POWERINDIA,24-FEB-2026,22539.00
10-FEB-2026,FUTSTK,POWERINDIA,26-FEB-2026,22511.10
10-FEB-2026,FUTSTK,POWERINDIA,25-MAR-2026,22602.85
10-FEB-2026,FUTSTK,POWERINDIA,30-MAR-2026,22618.00
10-FEB-2026,FUTSTK,POWERINDIA,28-APR-2026,22719.00
10-FEB-2026,FUTSTK,POWERINDIA,30-APR-2026,22725.80
10-FEB-2026,FUTSTK,PPLPHARMA,24-FEB-2026,163.21
10-FEB-2026,FUTSTK,PPLPHARMA,26-FEB-2026,163.80
10-FEB-2026,FUTSTK,PPLPHARMA,25-MAR-2026,164.45
10-FEB-2026,FUTSTK,PPLPHARMA,30-MAR-2026,162.06
10-FEB-2026,FUTSTK,PPLPHARMA,28-APR-2026,161.27
10-FEB-2026,FUTSTK,PPLPHARMA,30-APR-2026,165.35
10-FEB-2026,FUTSTK,PREMIERENE,24-FEB-2026,825.40
10-FEB-2026,FUTSTK,PREMIERENE,26-FEB-2026,825.85
10-FEB-2026,FUTSTK,PREMIERENE,25-MAR-2026,829.20
10-FEB-2026,FUTSTK,PREMIERENE,30-MAR-2026,824.75
10-FEB-2026,FUTSTK,PREMIERENE,28-APR-2026,829.65
10-FEB-2026,FUTSTK,PREMIERENE,30-APR-2026,833.70
10-FEB-2026,FUTSTK,PRESTIGE,24-FEB-2026,1591.90
10-FEB-2026,FUTSTK,PRESTIGE,26-FEB-2026,1595.50
10-FEB-2026,FUTSTK,PRESTIGE,25-MAR-2026,1602.00
10-FEB-2026,FUTSTK,PRESTIGE,30-MAR-2026,1599.30
10-FEB-2026,FUTSTK,PRESTIGE,28-APR-2026,1599.00
10-FEB-2026,FUTSTK,PRESTIGE,30-APR-2026,1610.70
10-FEB-2026,FUTSTK,RBLBANK,24-FEB-2026,306.80
10-FEB-2026,FUTSTK,RBLBANK,26-FEB-2026,307.45
10-FEB-2026,FUTSTK,RBLBANK,25-MAR-2026,308.70
10-FEB-2026,FUTSTK,RBLBANK,30-MAR-2026,309.15
10-FEB-2026,FUTSTK,RBLBANK,28-APR-2026,310.30
10-FEB-2026,FUTSTK,RBLBANK,30-APR-2026,310.35
10-FEB-2026,FUTSTK,RECLTD,24-FEB-2026,356.30
10-FEB-2026,FUTSTK,RECLTD,26-FEB-2026,356.65
10-FEB-2026,FUTSTK,RECLTD,25-MAR-2026,358.10
10-FEB-2026,FUTSTK,RECLTD,30-MAR-2026,357.40
10-FEB-2026,FUTSTK,RECLTD,28-APR-2026,360.05
10-FEB-2026,FUTSTK,RECLTD,30-APR-2026,360.05
10-FEB-2026,FUTSTK,RELIANCE,24-FEB-2026,1460.70
10-FEB-2026,FUTSTK,RELIANCE,26-FEB-2026,1462.00
10-FEB-2026,FUTSTK,RELIANCE,25-MAR-2026,1468.00
10-FEB-2026,FUTSTK,RELIANCE,30-MAR-2026,1469.50
10-FEB-2026,FUTSTK,RELIANCE,28-APR-2026,1478.10
10-FEB-2026,FUTSTK,RELIANCE,30-APR-2026,1475.95
10-FEB-2026,FUTSTK,RVNL,24-FEB-2026,298.00
10-FEB-2026,FUTSTK,RVNL,26-FEB-2026,320.20
10-FEB-2026,FUTSTK,RVNL,25-MAR-2026,321.55
10-FEB-2026,FUTSTK,RVNL,30-MAR-2026,283.55
10-FEB-2026,FUTSTK,RVNL,28-APR-2026,275.05
10-FEB-2026,FUTSTK,RVNL,30-APR-2026,323.30
10-FEB-2026,FUTSTK,SAIL,24-FEB-2026,161.25
10-FEB-2026,FUTSTK,SAIL,26-FEB-2026,161.40
10-FEB-2026,FUTSTK,SAIL,25-MAR-2026,162.05
10-FEB-2026,FUTSTK,SAIL,30-MAR-2026,161.90
10-FEB-2026,FUTSTK,SAIL,28-APR-2026,162.88
10-FEB-2026,FUTSTK,SAIL,30-APR-2026,162.95
10-FEB-2026,FUTSTK,SAMMAANCAP,24-FEB-2026,147.38
10-FEB-2026,FUTSTK,SAMMAANCAP,26-FEB-2026,147.60
10-FEB-2026,FUTSTK,SAMMAANCAP,25-MAR-2026,148.20
10-FEB-2026,FUTSTK,SAMMAANCAP,30-MAR-2026,148.32
10-FEB-2026,FUTSTK,SAMMAANCAP,28-APR-2026,148.97
10-FEB-2026,FUTSTK,SAMMAANCAP,30-APR-2026,149.00
10-FEB-2026,FUTSTK,SBICARD,24-FEB-2026,760.75
10-FEB-2026,FUTSTK,SBICARD,26-FEB-2026,767.75
10-FEB-2026,FUTSTK,SBICARD,25-MAR-2026,770.90
10-FEB-2026,FUTSTK,SBICARD,30-MAR-2026,749.00
10-FEB-2026,FUTSTK,SBICARD,28-APR-2026,743.15
10-FEB-2026,FUTSTK,SBICARD,30-APR-2026,775.05
10-FEB-2026,FUTSTK,SBILIFE,24-FEB-2026,2023.40
10-FEB-2026,FUTSTK,SBILIFE,26-FEB-2026,2023.15
10-FEB-2026,FUTSTK,SBILIFE,25-MAR-2026,2031.40
10-FEB-2026,FUTSTK,SBILIFE,30-MAR-2026,2033.60
10-FEB-2026,FUTSTK,SBILIFE,28-APR-2026,2041.90
10-FEB-2026,FUTSTK,SBILIFE,30-APR-2026,2042.45
10-FEB-2026,FUTSTK,SBIN,24-FEB-2026,1142.40
10-FEB-2026,FUTSTK,SBIN,26-FEB-2026,1146.85
10-FEB-2026,FUTSTK,SBIN,25-MAR-2026,1151.55
10-FEB-2026,FUTSTK,SBIN,30-MAR-2026,1149.60
10-FEB-2026,FUTSTK,SBIN,28-APR-2026,1156.00
10-FEB-2026,FUTSTK,SBIN,30-APR-2026,1157.80
10-FEB-2026,FUTSTK,SHREECEM,24-FEB-2026,26535.00
10-FEB-2026,FUTSTK,SHREECEM,26-FEB-2026,26588.60
10-FEB-2026,FUTSTK,SHREECEM,25-MAR-2026,26696.95
10-FEB-2026,FUTSTK,SHREECEM,30-MAR-2026,26480.00
10-FEB-2026,FUTSTK,SHREECEM,28-APR-2026,26835.00
10-FEB-2026,FUTSTK,SHREECEM,30-APR-2026,26842.20
10-FEB-2026,FUTSTK,SHRIRAMFIN,24-FEB-2026,1048.90
10-FEB-2026,FUTSTK,SHRIRAMFIN,26-FEB-2026,1051.15
10-FEB-2026,FUTSTK,SHRIRAMFIN,25-MAR-2026,1055.40
10-FEB-2026,FUTSTK,SHRIRAMFIN,30-MAR-2026,1055.50
10-FEB-2026,FUTSTK,SHRIRAMFIN,28-APR-2026,1062.00
10-FEB-2026,FUTSTK,SHRIRAMFIN,30-APR-2026,1061.15
10-FEB-2026,FUTSTK,SIEMENS,24-FEB-2026,3117.40
10-FEB-2026,FUTSTK,SIEMENS,26-FEB-2026,3118.95
10-FEB-2026,FUTSTK,SIEMENS,25-MAR-2026,3131.65
10-FEB-2026,FUTSTK,SIEMENS,30-MAR-2026,3129.20
10-FEB-2026,FUTSTK,SIEMENS,28-APR-2026,3147.80
10-FEB-2026,FUTSTK,SIEMENS,30-APR-2026,3148.70
10-FEB-2026,FUTSTK,SOLARINDS,24-FEB-2026,13448.00
10-FEB-2026,FUTSTK,SOLARINDS,26-FEB-2026,13455.40
10-FEB-2026,FUTSTK,SOLARINDS,25-MAR-2026,13510.25
10-FEB-2026,FUTSTK,SOLARINDS,30-MAR-2026,13529.00
10-FEB-2026,FUTSTK,SOLARINDS,28-APR-2026,13610.00
